dataset,comparison_type,reference_source,reference_variant,reference_label,candidate_source,candidate_variant,candidate_label,metric,metric_label,pooled_mean_diff,pooled_ci_low,pooled_ci_high,pooled_p_diff_le_0,seed_mean_diff,seed_ci_low,seed_ci_high,seed_p_diff_le_0,n_seed_diffs,seed_sd_diff,source_path_before_reorg
musique,whg_kv_controller_vs_source_controller,static_hg,controller_dense_hkvm,Contriever + Static-HG,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,em,EM,8.38505033788443,7.392083850503379,9.405599227692733,0.0,8.38505033788443,7.571369466280513,8.895324782788581,0.0,3,0.7122190778472135,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,whg_kv_controller_vs_source_controller,static_hg,controller_dense_hkvm,Contriever + Static-HG,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,all_recall@10,AR@10,11.956971452213487,11.005378568473313,12.908564335953661,0.0,11.956971452213487,11.088125775755069,12.908564335953661,0.0,3,0.9130358498433555,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,whg_kv_controller_vs_source_controller,static_hg,controller_dense_hkvm,Contriever + Static-HG,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,all_recall@5,AR@5,14.287684457316232,13.198179561439801,15.377189353192662,0.0,14.287684457316232,13.860157219693837,14.977244517997518,0.0,3,0.6028821678222147,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,f1,F1,0.20796331664203843,-0.14483023743409731,0.5775648459821839,0.127,0.20796331664203846,0.0027582402427251385,0.40750650670580574,0.0,3,0.2024335261730989,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,em,EM,0.234450420631637,-0.12412081092263136,0.6068128533995311,0.1106,0.234450420631637,0.0,0.4551096400496483,0.0352,3,0.22786804084758386,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,all_recall@10,AR@10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0.0,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,all_recall@5,AR@5,0.30340642669976553,-0.05516480485450283,0.6619776582540339,0.0512,0.30340642669976553,0.2896152254861398,0.33098882912701694,0.0,3,0.02388706119940528,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,weighted_kg_ppr,phase1c_mlp_topk_4,Weighted-KG-PPR only,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,f1,F1,19.395166295566067,18.10906280978627,20.63579550938826,0.0,19.39516629556607,19.189961219166758,19.59470948562984,0.0,3,0.20243352617309884,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,weighted_kg_ppr,phase1c_mlp_topk_4,Weighted-KG-PPR only,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,em,EM,19.555923320921252,18.300924010481314,20.838505033788444,0.0,19.555923320921252,19.321472900289614,19.776582540339263,0.0,3,0.22786804084758425,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,weighted_kg_ppr,phase1c_mlp_topk_4,Weighted-KG-PPR only,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,all_recall@10,AR@10,21.472900289615225,20.148944973107156,22.783064404909666,0.0,21.472900289615225,21.472900289615225,21.472900289615225,0.0,3,0.0,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,weighted_kg_ppr,phase1c_mlp_topk_4,Weighted-KG-PPR only,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,all_recall@5,AR@5,14.701420493725003,13.584333195421321,15.846090194455938,0.0,14.701420493725005,14.68762929251138,14.729002896152254,0.0,3,0.02388706119940467,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,whg_kv_controller_vs_source_controller,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,f1,F1,7.605011554458262,6.600307528203456,8.611289702566534,0.0,7.605011554458263,7.501668302417254,7.702291081954098,0.0,3,0.10044875053375267,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,whg_kv_controller_vs_source_controller,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,em,EM,7.778237484484898,6.785270997103848,8.784995173079576,0.0,7.778237484484898,7.736863880844022,7.819611088125776,0.0,3,0.04137360364087739,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,whg_kv_controller_vs_source_controller,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,all_recall@10,AR@10,11.943180250999863,10.92263136119156,12.963729140808164,0.0,11.94318025099986,11.419114604882084,12.287960281340505,0.0,3,0.46133577944222176,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,whg_kv_controller_vs_source_controller,weighted_kg_ppr,controller_dense_hkvm,Contriever + Weighted-KG-PPR,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,all_recall@5,AR@5,14.025651634257343,12.936146738380913,15.1289477313474,0.0,14.025651634257343,13.81878361605296,14.273893256102605,0.0,3,0.23035847591353037,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,f1,F1,7.812974871100302,6.810322663441887,8.813542532027183,0.0,7.812974871100302,7.5044265426599805,8.109797588659903,0.0,3,0.30285581271729783,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,em,EM,8.012687905116536,7.047303820162736,9.047027996138464,0.0,8.012687905116536,7.736863880844022,8.274720728175424,0.0,3,0.2691935084256399,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,all_recall@10,AR@10,11.943180250999863,10.95021376361881,12.936146738380913,0.0,11.94318025099986,11.419114604882084,12.287960281340505,0.0,3,0.46133577944222176,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,all_recall@5,AR@5,14.32905806095711,13.239553165080679,15.432354158047167,0.0,14.32905806095711,14.149772445179975,14.563508481588746,0.0,3,0.21231284399862985,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,weighted_hg_kv,phase1c_mlp_topk_4,WHG-KV only,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,f1,F1,6.624781054478592,5.738024292016845,7.572918856426032,0.0,6.624781054478592,6.295785421768045,6.951516897622336,0.0,3,0.3278715786602678,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
