dataset,reference_variant,candidate_variant,metric,bootstrap_unit,seeds,n_seeds_completed,n_bootstrap_units,reference_seed_mean,candidate_seed_mean,seed_mean_diff,seed_sd_diff,seed_min_diff,seed_max_diff,all_seed_means_positive,mean_diff,sd_diff,ci_low,ci_high,p_diff_le_0,source_path_before_reorg
musique,calibrated_hkvm_topk4,controller_dense_hkvm,all_recall@5,seed_mean,"13,29,43",3,3,35.59509033236795,43.74569024962074,8.150599917252793,0.6094712396630633,7.488622258998759,8.688456764584195,True,8.150599917252793,0.6094712396630633,7.488622258998759,8.688456764584195,0.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
2wiki,colbertv2,controller_dense_hkvm,f1,seed_example,"13,29,43",3,37728,77.76259809482275,88.84614548665355,11.0835473918308,0.1352861413021215,10.982227537175929,11.237178457434718,True,11.0835473918308,35.392891256447605,10.739534662208888,11.436860955053916,0.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
2wiki,colbertv2,controller_dense_hkvm,f1,seed_mean,"13,29,43",3,3,77.76259809482275,88.84614548665355,11.0835473918308,0.1352861413021215,10.982227537175929,11.237178457434718,True,11.0835473918308,0.1352861413021215,10.982227537175929,11.237178457434718,0.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
2wiki,colbertv2,controller_dense_hkvm,em,seed_example,"13,29,43",3,37728,77.19465648854961,88.6582909245123,11.46363443596268,0.15031220185281796,11.34701017811705,11.633269720101781,True,11.46363443596268,36.46010353593998,11.09520780322307,11.842663273960984,0.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
2wiki,colbertv2,controller_dense_hkvm,em,seed_mean,"13,29,43",3,3,77.19465648854961,88.6582909245123,11.46363443596268,0.15031220185281796,11.34701017811705,11.633269720101781,True,11.463634435962682,0.15031220185281793,11.347010178117051,11.633269720101781,0.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
2wiki,colbertv2,controller_dense_hkvm,all_recall@10,seed_example,"13,29,43",3,37728,100.0,100.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
2wiki,colbertv2,controller_dense_hkvm,all_recall@10,seed_mean,"13,29,43",3,3,100.0,100.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
2wiki,colbertv2,controller_dense_hkvm,all_recall@5,seed_example,"13,29,43",3,37728,64.11418575063614,93.29940627650552,29.18522052586938,0.1938529951571941,29.03944020356234,29.405216284987276,True,29.18522052586938,49.68001452137192,28.686850614927906,29.683590436810857,0.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
2wiki,colbertv2,controller_dense_hkvm,all_recall@5,seed_mean,"13,29,43",3,3,64.11418575063614,93.29940627650552,29.18522052586938,0.1938529951571941,29.03944020356234,29.405216284987276,True,29.18522052586938,0.1938529951571941,29.03944020356234,29.405216284987276,0.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
2wiki,calibrated_hkvm_topk4,controller_dense_hkvm,f1,seed_example,"13,29,43",3,37728,88.39122632467331,88.84614548665355,0.4549191619802307,0.0276879253685258,0.424064379217051,0.4775996903859499,True,0.45491916198023064,8.483704988145181,0.3679902582574338,0.5421354382470794,0.0,results/phase1d_controller/phase1d_oof_paired_bootstrap_20260525/phase1d_paired_bootstrap_summary.csv
